1.000000,1.000000,0.254011
1.000000,2.000000,-0.087244
1.000000,3.000000,-0.936422
1.000000,4.000000,-2.285600
1.000000,5.000000,-4.134778
1.000000,6.000000,-6.483956
1.000000,7.000000,-9.333133
1.000000,8.000000,-12.682311
1.000000,9.000000,-16.531489
1.000000,10.000000,-20.880667
1.000000,11.000000,-25.729845
1.000000,12.000000,-31.079022
1.000000,13.000000,-36.928200
1.000000,14.000000,-43.277378
1.000000,15.000000,-50.126556
1.000000,16.000000,-57.475734
1.000000,17.000000,-65.324911
1.000000,18.000000,-73.674089
1.000000,19.000000,-82.523267
1.000000,20.000000,-91.872445
1.000000,21.000000,-101.721623
1.000000,22.000000,-112.070800
1.000000,23.000000,-122.919978
1.000000,24.000000,-134.269156
1.000000,25.000000,-146.118334
1.000000,26.000000,-158.467512
1.000000,27.000000,-171.316689
1.000000,28.000000,-184.665867
1.000000,29.000000,-198.515045
1.000000,30.000000,-212.864223
1.000000,31.000000,-227.713401
1.000000,32.000000,-243.062578
1.000000,33.000000,-258.911756
1.000000,34.000000,-275.260934
1.000000,35.000000,-292.110112
1.000000,36.000000,-309.459289
1.000000,37.000000,-327.308467
1.000000,38.000000,-345.657645
1.000000,39.000000,-364.506823
1.000000,40.000000,-383.856001
1.000000,41.000000,-403.705178
1.000000,42.000000,-424.054356
1.000000,43.000000,-444.903534
1.000000,44.000000,-466.252712
1.000000,45.000000,-488.101890
1.000000,46.000000,-510.451067
1.000000,47.000000,-533.300245
1.000000,48.000000,-556.649423
1.000000,49.000000,-580.498601
1.000000,50.000000,-604.847779
1.000000,51.000000,-629.696956
1.000000,52.000000,-655.046134
1.000000,53.000000,-680.895312
1.000000,54.000000,-707.244490
1.000000,55.000000,-734.093668
1.000000,56.000000,-761.442845
1.000000,57.000000,-789.292023
1.000000,58.000000,-817.641201
1.000000,59.000000,-846.490379
1.000000,60.000000,-875.839557
1.000000,61.000000,-905.688734
1.000000,62.000000,-936.037912
1.000000,63.000000,-966.887090
1.000000,64.000000,-998.236268
1.000000,65.000000,-1030.085446
1.000000,66.000000,-1062.434623
1.000000,67.000000,-1095.283801
1.000000,68.000000,-1128.632979
1.000000,69.000000,-1162.482157
1.000000,70.000000,-1196.831335
1.000000,71.000000,-1231.680512
1.000000,72.000000,-1267.029690
1.000000,73.000000,-1302.878868
1.000000,74.000000,-1339.228046
1.000000,75.000000,-1376.077223
1.000000,76.000000,-1413.426401
1.000000,77.000000,-1451.275579
1.000000,78.000000,-1489.624757
1.000000,79.000000,-1528.473935
1.000000,80.000000,-1567.823112
1.000000,81.000000,-1607.672290
1.000000,82.000000,-1648.021468
1.000000,83.000000,-1688.870646
1.000000,84.000000,-1730.219824
1.000000,85.000000,-1772.069001
1.000000,86.000000,-1814.418179
1.000000,87.000000,-1857.267357
1.000000,88.000000,-1900.616535
1.000000,89.000000,-1944.465713
1.000000,90.000000,-1988.814890
1.000000,91.000000,-2033.664068
1.000000,92.000000,-2079.013246
1.000000,93.000000,-2124.862424
1.000000,94.000000,-2171.211602
1.000000,95.000000,-2218.060779
1.000000,96.000000,-2265.409957
1.000000,97.000000,-2313.259135
1.000000,98.000000,-2361.608313
1.000000,99.000000,-2410.457491
1.000000,100.000000,-2434.965413
2.000000,1.000000,0.760139
2.000000,2.000000,0.507346
2.000000,3.000000,-0.164907
2.000000,4.000000,-1.337160
2.000000,5.000000,-3.009413
2.000000,6.000000,-5.181666
2.000000,7.000000,-7.853919
2.000000,8.000000,-11.026172
2.000000,9.000000,-14.698426
2.000000,10.000000,-18.870679
2.000000,11.000000,-23.542932
2.000000,12.000000,-28.715185
2.000000,13.000000,-34.387438
2.000000,14.000000,-40.559691
2.000000,15.000000,-47.231944
2.000000,16.000000,-54.404197
2.000000,17.000000,-62.076450
2.000000,18.000000,-70.248703
2.000000,19.000000,-78.920956
2.000000,20.000000,-88.093209
2.000000,21.000000,-97.765462
2.000000,22.000000,-107.937715
2.000000,23.000000,-118.609968
2.000000,24.000000,-129.782221
2.000000,25.000000,-141.454474
2.000000,26.000000,-153.626727
2.000000,27.000000,-166.298980
2.000000,28.000000,-179.471233
2.000000,29.000000,-193.143486
2.000000,30.000000,-207.315739
2.000000,31.000000,-221.987992
2.000000,32.000000,-237.160246
2.000000,33.000000,-252.832499
2.000000,34.000000,-269.004752
2.000000,35.000000,-285.677005
2.000000,36.000000,-302.849258
2.000000,37.000000,-320.521511
