1.000000,1.000000,0.116453
1.000000,2.000000,-0.378205
1.000000,3.000000,-1.372863
1.000000,4.000000,-2.867521
1.000000,5.000000,-4.862179
1.000000,6.000000,-7.356837
1.000000,7.000000,-10.351496
1.000000,8.000000,-13.846153
1.000000,9.000000,-17.840811
1.000000,10.000000,-22.335470
1.000000,11.000000,-27.330128
1.000000,12.000000,-32.824787
1.000000,13.000000,-38.819443
1.000000,14.000000,-45.314102
1.000000,15.000000,-52.308762
1.000000,16.000000,-59.803417
1.000000,17.000000,-67.798073
1.000000,18.000000,-76.292732
1.000000,19.000000,-85.287392
1.000000,20.000000,-94.782051
1.000000,21.000000,-104.776711
1.000000,22.000000,-115.271370
1.000000,23.000000,-126.266022
1.000000,24.000000,-137.760681
1.000000,25.000000,-149.755341
1.000000,26.000000,-162.250000
1.000000,27.000000,-175.244659
1.000000,28.000000,-188.739319
1.000000,29.000000,-202.733978
1.000000,30.000000,-217.228638
1.000000,31.000000,-232.223282
1.000000,32.000000,-247.717941
1.000000,33.000000,-263.712616
1.000000,34.000000,-280.207275
1.000000,35.000000,-297.201935
1.000000,36.000000,-314.696594
1.000000,37.000000,-332.691223
1.000000,38.000000,-351.185883
1.000000,39.000000,-370.180542
1.000000,40.000000,-389.675201
1.000000,41.000000,-409.669861
1.000000,42.000000,-430.164520
1.000000,43.000000,-451.159180
1.000000,44.000000,-472.653839
1.000000,45.000000,-494.648499
1.000000,46.000000,-517.143188
1.000000,47.000000,-540.137817
1.000000,48.000000,-563.632446
1.000000,49.000000,-587.627136
1.000000,50.000000,-612.121765
1.000000,51.000000,-637.116455
1.000000,52.000000,-662.611084
1.000000,53.000000,-688.605774
1.000000,54.000000,-715.100403
1.000000,55.000000,-742.095093
1.000000,56.000000,-769.589722
1.000000,57.000000,-797.584412
1.000000,58.000000,-826.079041
1.000000,59.000000,-855.073730
1.000000,60.000000,-884.568359
1.000000,61.000000,-914.563049
1.000000,62.000000,-945.057678
1.000000,63.000000,-976.052368
1.000000,64.000000,-1007.546997
1.000000,65.000000,-1039.541626
1.000000,66.000000,-1072.036377
1.000000,67.000000,-1105.031006
1.000000,68.000000,-1138.525635
1.000000,69.000000,-1172.520264
1.000000,70.000000,-1207.015015
1.000000,71.000000,-1242.009644
1.000000,72.000000,-1277.504272
1.000000,73.000000,-1313.498901
1.000000,74.000000,-1349.993530
1.000000,75.000000,-1386.988281
1.000000,76.000000,-1424.482910
1.000000,77.000000,-1462.477539
1.000000,78.000000,-1500.972168
1.000000,79.000000,-1539.966919
1.000000,80.000000,-1579.461548
1.000000,81.000000,-1619.456177
1.000000,82.000000,-1659.950806
1.000000,83.000000,-1700.945557
1.000000,84.000000,-1742.440186
1.000000,85.000000,-1784.434814
1.000000,86.000000,-1826.929443
